colour	x	y	showSelectedlegendcolour	PANEL	fill
#C49A00	70.0429268292683	1.83	Europe & Central Asia (all income levels)	9	#C49A00
#00C094	50.5074634146342	7.505	Middle East & North Africa (all income levels)	9	#00C094
#00C094	50.5155853658537	7.112	Middle East & North Africa (all income levels)	9	#00C094
#C49A00	64.4922926829268	2.66	Europe & Central Asia (all income levels)	9	#C49A00
#C49A00	67.4377317073171	2.418	Europe & Central Asia (all income levels)	9	#C49A00
#FB61D7	43.1021219512195	7.316	Sub-Saharan Africa (all income levels)	9	#FB61D7
#C49A00	65.3479512195122	3.299	Europe & Central Asia (all income levels)	9	#C49A00
#FB61D7	33.3882682926829	6.875	Sub-Saharan Africa (all income levels)	9	#FB61D7
#F8766D	48.5374146341463	6.125	East Asia & Pacific (all income levels)	9	#F8766D
#F8766D	54.668756097561	7.584	East Asia & Pacific (all income levels)	9	#F8766D
#F8766D	68.8141219512195	2.647	East Asia & Pacific (all income levels)	9	#F8766D
#FB61D7	45.5293902439024	6.795	Sub-Saharan Africa (all income levels)	9	#FB61D7
#00C094	69.9115853658537	2.12	Middle East & North Africa (all income levels)	9	#00C094
#FB61D7	62.9336097560976	4.516	Sub-Saharan Africa (all income levels)	9	#FB61D7
#A58AFF	42.712512195122	7.237	South Asia	9	#A58AFF
#FB61D7	39.7298780487805	7.224	Sub-Saharan Africa (all income levels)	9	#FB61D7
#53B400	60.5005365853659	6.775	Latin America & Caribbean (all income levels)	9	#53B400
#F8766D	63.1270487804878	5.179	East Asia & Pacific (all income levels)	9	#F8766D
#FB61D7	38.3536829268293	6.599	Sub-Saharan Africa (all income levels)	9	#FB61D7
#FB61D7	51.4495609756098	6.347	Sub-Saharan Africa (all income levels)	9	#FB61D7
#F8766D	62.1317073170732	4.88	East Asia & Pacific (all income levels)	9	#F8766D
#FB61D7	38.1610487804878	7.341	Sub-Saharan Africa (all income levels)	9	#FB61D7
#FB61D7	41.5412195121951	6.387	Sub-Saharan Africa (all income levels)	9	#FB61D7
#53B400	52.2509512195122	6.941	Latin America & Caribbean (all income levels)	9	#53B400
#C49A00	73.6126829268293	2.716	Europe & Central Asia (all income levels)	9	#C49A00
#C49A00	73.9419512195122	2.75	Europe & Central Asia (all income levels)	9	#C49A00
#A58AFF	41.697512195122	6.079	South Asia	9	#A58AFF
#F8766D	71.1243902439025	3.332	East Asia & Pacific (all income levels)	9	#F8766D
#00C094	48.5074146341464	7.286	Middle East & North Africa (all income levels)	9	#00C094
#53B400	64.4284390243903	5.57	Latin America & Caribbean (all income levels)	9	#53B400
#53B400	51.8782195121951	6.515	Latin America & Caribbean (all income levels)	9	#53B400
#F8766D	59.5324146341463	6.096	East Asia & Pacific (all income levels)	9	#F8766D
#F8766D	44.5309024390244	6.208	East Asia & Pacific (all income levels)	9	#F8766D
#F8766D	60.1933902439024	6.485	East Asia & Pacific (all income levels)	9	#F8766D
#A58AFF	51.9462926829268	6.6	South Asia	9	#A58AFF
#C49A00	70.219512195122	2.24	Europe & Central Asia (all income levels)	9	#C49A00
#53B400	70.9915365853659	3.377	Latin America & Caribbean (all income levels)	9	#53B400
#C49A00	66.3066341463415	2.902	Europe & Central Asia (all income levels)	9	#C49A00
#53B400	65.0556585365854	6.041	Latin America & Caribbean (all income levels)	9	#53B400
#00C094	64.8857317073171	6.973	Middle East & North Africa (all income levels)	9	#00C094
#C49A00	67.7581707317073	3.63	Europe & Central Asia (all income levels)	9	#C49A00
#C49A00	68.5628780487805	1.99	Europe & Central Asia (all income levels)	9	#C49A00
#FB61D7	44.0632926829268	8.115	Sub-Saharan Africa (all income levels)	9	#FB61D7
#00C094	50.6109024390244	7.267	Middle East & North Africa (all income levels)	9	#00C094
#F8766D	53.3817073170732	6.655	East Asia & Pacific (all income levels)	9	#F8766D
#FB61D7	44.3611463414634	6.603	Sub-Saharan Africa (all income levels)	9	#FB61D7
#C49A00	73.9729268292683	2.067	Europe & Central Asia (all income levels)	9	#C49A00
#F8766D	67.6737317073171	3.562	East Asia & Pacific (all income levels)	9	#F8766D
#C49A00	68.9170731707317	2.297	Europe & Central Asia (all income levels)	9	#C49A00
#C49A00	70.3173414634147	2.39	Europe & Central Asia (all income levels)	9	#C49A00
#FB61D7	34.1538536585366	5.952	Sub-Saharan Africa (all income levels)	9	#FB61D7
#FB61D7	40.1353658536585	7.275	Sub-Saharan Africa (all income levels)	9	#FB61D7
#FB61D7	39.240512195122	7.232	Sub-Saharan Africa (all income levels)	9	#FB61D7
#53B400	62.6007073170732	5.922	Latin America & Caribbean (all income levels)	9	#53B400
#FB61D7	54.6491951219512	6.419	Sub-Saharan Africa (all income levels)	9	#FB61D7
#53B400	55.8788780487805	6.396	Latin America & Caribbean (all income levels)	9	#53B400
#00C094	58.502512195122	7.574	Middle East & North Africa (all income levels)	9	#00C094
#FB61D7	46.9052682926829	6.857	Sub-Saharan Africa (all income levels)	9	#FB61D7
#FB61D7	43.2546585365854	6.424	Sub-Saharan Africa (all income levels)	9	#FB61D7
#FB61D7	44.1484634146342	6.971	Sub-Saharan Africa (all income levels)	9	#FB61D7
#F8766D	58.975243902439	5.903	East Asia & Pacific (all income levels)	9	#F8766D
#C49A00	59.3757073170732	6.775	Europe & Central Asia (all income levels)	9	#C49A00
#F8766D	38.3358780487805	6.132	East Asia & Pacific (all income levels)	9	#F8766D
#C49A00	57.6738048780488	6.403	Europe & Central Asia (all income levels)	9	#C49A00
#00C094	52.4015853658537	6.83	Middle East & North Africa (all income levels)	9	#00C094
#F8766D	64.2122682926829	6.371	East Asia & Pacific (all income levels)	9	#F8766D
#C49A00	49.245243902439	5.678	Europe & Central Asia (all income levels)	9	#C49A00
#53B400	65.137512195122	3.774	Latin America & Caribbean (all income levels)	9	#53B400
#FB61D7	45.9594146341463	6.785	Sub-Saharan Africa (all income levels)	9	#FB61D7
#C49A00	70.6054146341464	1.998	Europe & Central Asia (all income levels)	9	#C49A00
#FB61D7	48.6076585365854	7.117	Sub-Saharan Africa (all income levels)	9	#FB61D7
#00B6EB	69.9512195121951	2.464	North America	9	#00B6EB
#53B400	68.5540243902439	2.844	Latin America & Caribbean (all income levels)	9	#53B400
#C49A00	62.1147804878049	6.608	Europe & Central Asia (all income levels)	9	#C49A00
#53B400	59.5846829268293	6.345	Latin America & Caribbean (all income levels)	9	#53B400
#53B400	62.8601463414634	5.811	Latin America & Caribbean (all income levels)	9	#53B400
#53B400	66.8927073170732	5.341	Latin America & Caribbean (all income levels)	9	#53B400
#F8766D	47.6256829268293	7.423	East Asia & Pacific (all income levels)	9	#F8766D
#F8766D	51.2809268292683	6.433	East Asia & Pacific (all income levels)	9	#F8766D
#F8766D	53.969512195122	6.446	East Asia & Pacific (all income levels)	9	#F8766D
#00C094	39.7649024390244	7.491	Middle East & North Africa (all income levels)	9	#00C094
#FB61D7	52.126	5.705	Sub-Saharan Africa (all income levels)	9	#FB61D7
#FB61D7	48.1055365853659	7.405	Sub-Saharan Africa (all income levels)	9	#FB61D7
#FB61D7	54.2611707317073	7.411	Sub-Saharan Africa (all income levels)	9	#FB61D7
#00C094	61.5878780487805	6.679	Middle East & North Africa (all income levels)	10	#00C094
#A58AFF	34.637512195122	7.7	South Asia	10	#A58AFF
#C49A00	66.7384634146342	4.972	Europe & Central Asia (all income levels)	10	#C49A00
#C49A00	69.5987073170732	3.314	Europe & Central Asia (all income levels)	10	#C49A00
#FB61D7	36.6060487804878	7.339	Sub-Saharan Africa (all income levels)	10	#FB61D7
#53B400	66.2933170731707	3.056	Latin America & Caribbean (all income levels)	10	#53B400
#C49A00	69.8331707317073	2.496	Europe & Central Asia (all income levels)	10	#C49A00
#F8766D	70.9687804878049	2.886	East Asia & Pacific (all income levels)	10	#F8766D
#53B400	68.7284146341464	3.054	Latin America & Caribbean (all income levels)	10	#53B400
#C49A00	64.4186829268293	4.753	Europe & Central Asia (all income levels)	10	#C49A00
#C49A00	65.4456829268293	2.994	Europe & Central Asia (all income levels)	10	#C49A00
#53B400	68.145	3.284	Latin America & Caribbean (all income levels)	10	#53B400
#A58AFF	44.3662926829268	6.94	South Asia	10	#A58AFF
#C49A00	70.7648780487805	2.245	Europe & Central Asia (all income levels)	10	#C49A00
#FB61D7	40.3736829268293	6.593	Sub-Saharan Africa (all income levels)	10	#FB61D7
#C49A00	70.43	2.27	Europe & Central Asia (all income levels)	10	#C49A00
#00C094	62.9744634146342	6.69	Middle East & North Africa (all income levels)	10	#00C094
#FB61D7	43.5884390243902	6.801	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	39.1287317073171	6.71	Sub-Saharan Africa (all income levels)	10	#FB61D7
#F8766D	66.6882195121951	5.731	East Asia & Pacific (all income levels)	10	#F8766D
#53B400	45.4228048780488	6.587	Latin America & Caribbean (all income levels)	10	#53B400
#53B400	58.1863902439024	5.168	Latin America & Caribbean (all income levels)	10	#53B400
#53B400	66.0115853658537	3.571	Latin America & Caribbean (all income levels)	10	#53B400
#A58AFF	40.1257317073171	6.67	South Asia	10	#A58AFF
#FB61D7	53.9278780487805	6.667	Sub-Saharan Africa (all income levels)	10	#FB61D7
#C49A00	70.3150487804878	2.26	Europe & Central Asia (all income levels)	10	#C49A00
#53B400	65.5598780487805	6.316	Latin America & Caribbean (all income levels)	10	#53B400
#00B6EB	72.5014634146341	2.334	North America	10	#00B6EB
#FB61D7	43.4999268292683	6.187	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	41.2093902439024	5.954	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	53.0775853658537	6.235	Sub-Saharan Africa (all income levels)	10	#FB61D7
#C49A00	72.6126829268293	2.123	Europe & Central Asia (all income levels)	10	#C49A00
#FB61D7	43.1974146341463	7.883	Sub-Saharan Africa (all income levels)	10	#FB61D7
#53B400	61.5472926829268	4.202	Latin America & Caribbean (all income levels)	10	#53B400
#FB61D7	45.5717804878049	6.168	Sub-Saharan Africa (all income levels)	10	#FB61D7
#F8766D	61.4486585365854	5.712	East Asia & Pacific (all income levels)	10	#F8766D
#53B400	60.5027317073171	5.83	Latin America & Caribbean (all income levels)	10	#53B400
#53B400	66.3585609756098	5.324	Latin America & Caribbean (all income levels)	10	#53B400
#53B400	69.1616097560976	4.18	Latin America & Caribbean (all income levels)	10	#53B400
#FB61D7	51.8530487804878	6.954	Sub-Saharan Africa (all income levels)	10	#FB61D7
#C49A00	72.2686829268293	2.686	Europe & Central Asia (all income levels)	10	#C49A00
#C49A00	69.3670731707317	1.87	Europe & Central Asia (all income levels)	10	#C49A00
#C49A00	70.6126585365854	2.21	Europe & Central Asia (all income levels)	10	#C49A00
#00C094	42.7925609756098	7.494	Middle East & North Africa (all income levels)	10	#00C094
#C49A00	73.2209756097561	2	Europe & Central Asia (all income levels)	10	#C49A00
#53B400	57.8433170731707	6.376	Latin America & Caribbean (all income levels)	10	#53B400
#00C094	52.3027804878049	7.396	Middle East & North Africa (all income levels)	10	#00C094
#53B400	57.3705365853659	6.376	Latin America & Caribbean (all income levels)	10	#53B400
#C49A00	70.0480975609756	2.11	Europe & Central Asia (all income levels)	10	#C49A00
#00C094	49.9655853658537	6.04	Middle East & North Africa (all income levels)	10	#00C094
#FB61D7	42.9141951219512	6.637	Sub-Saharan Africa (all income levels)	10	#FB61D7
#C49A00	71.0575609756098	2.858	Europe & Central Asia (all income levels)	10	#C49A00
#FB61D7	42.6379024390244	6.852	Sub-Saharan Africa (all income levels)	10	#FB61D7
#C49A00	69.5034146341464	1.851	Europe & Central Asia (all income levels)	10	#C49A00
#F8766D	59.5436585365854	4.71	East Asia & Pacific (all income levels)	10	#F8766D
#F8766D	61.2115853658537	6.935	East Asia & Pacific (all income levels)	10	#F8766D
#C49A00	71.4585365853659	2.62	Europe & Central Asia (all income levels)	10	#C49A00
#FB61D7	45.7884146341463	4.626	Sub-Saharan Africa (all income levels)	10	#FB61D7
#C49A00	71.7219512195122	2.507	Europe & Central Asia (all income levels)	10	#C49A00
#53B400	64.0171219512195	4.69	Latin America & Caribbean (all income levels)	10	#53B400
#C49A00	66.8397073170732	2.609	Europe & Central Asia (all income levels)	10	#C49A00
#FB61D7	48.5126585365854	6.957	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	37.3421463414634	6.043	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	33.612243902439	6.829	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	39.4398780487805	5.671	Sub-Saharan Africa (all income levels)	10	#FB61D7
#C49A00	71.422756097561	2.48	Europe & Central Asia (all income levels)	10	#C49A00
#53B400	51.3064878048781	6.259	Latin America & Caribbean (all income levels)	10	#53B400
#F8766D	65.4467073170732	4.526	East Asia & Pacific (all income levels)	10	#F8766D
#FB61D7	36.9428048780488	5.643	Sub-Saharan Africa (all income levels)	10	#FB61D7
#53B400	55.7216097560976	5.784	Latin America & Caribbean (all income levels)	10	#53B400
#F8766D	71.0878536585366	3.545	East Asia & Pacific (all income levels)	10	#F8766D
#53B400	51.8550975609756	7.334	Latin America & Caribbean (all income levels)	10	#53B400
#C49A00	68.6644634146342	2.035	Europe & Central Asia (all income levels)	10	#C49A00
#53B400	46.6991951219512	5.847	Latin America & Caribbean (all income levels)	10	#53B400
#C49A00	69.3146341463415	2.029	Europe & Central Asia (all income levels)	10	#C49A00
#F8766D	51.1890243902439	5.521	East Asia & Pacific (all income levels)	10	#F8766D
#C49A00	70.9151219512195	3.845	Europe & Central Asia (all income levels)	10	#C49A00
#00C094	70.9704878048781	3.782	Middle East & North Africa (all income levels)	10	#00C094
#A58AFF	48.4839268292683	5.573	South Asia	10	#A58AFF
#00C094	57.0212195121951	7.383	Middle East & North Africa (all income levels)	10	#00C094
#00C094	50.6419024390244	6.544	Middle East & North Africa (all income levels)	10	#00C094
#C49A00	73.7763414634147	2.988	Europe & Central Asia (all income levels)	10	#C49A00
#C49A00	70.8119512195122	2.508	Europe & Central Asia (all income levels)	10	#C49A00
#C49A00	71.6407073170732	2.222	Europe & Central Asia (all income levels)	10	#C49A00
#53B400	67.906756097561	5.617	Latin America & Caribbean (all income levels)	10	#53B400
#00C094	60.2162195121951	7.968	Middle East & North Africa (all income levels)	10	#00C094
#F8766D	71.8387804878049	2.13	East Asia & Pacific (all income levels)	10	#F8766D
#FB61D7	51.6609756097561	8.103	Sub-Saharan Africa (all income levels)	10	#FB61D7
#C49A00	59.8813414634146	4.961	Europe & Central Asia (all income levels)	10	#C49A00
#F8766D	44.5562195121951	6.056	East Asia & Pacific (all income levels)	10	#F8766D
#FB61D7	47.2185365853659	7.06	Sub-Saharan Africa (all income levels)	10	#FB61D7
#F8766D	60.7909512195122	4.076	East Asia & Pacific (all income levels)	10	#F8766D
#F8766D	60.3317317073171	4.624	East Asia & Pacific (all income levels)	10	#F8766D
#00C094	66.3945365853659	7.327	Middle East & North Africa (all income levels)	10	#00C094
#C49A00	61.8795609756098	3.6	Europe & Central Asia (all income levels)	10	#C49A00
#F8766D	45.8244634146342	5.972	East Asia & Pacific (all income levels)	10	#F8766D
#00C094	64.4680975609756	5.178	Middle East & North Africa (all income levels)	10	#00C094
#53B400	63.060512195122	6.249	Latin America & Caribbean (all income levels)	10	#53B400
#A58AFF	62.1028536585366	4.477	South Asia	10	#A58AFF
#FB61D7	40.9434878048781	6.655	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	48.6848048780488	5.807	Sub-Saharan Africa (all income levels)	10	#FB61D7
#C49A00	70.9285365853659	2.3	Europe & Central Asia (all income levels)	10	#C49A00
#C49A00	69.7930731707317	2.02	Europe & Central Asia (all income levels)	10	#C49A00
#C49A00	69.7968292682927	1.88	Europe & Central Asia (all income levels)	10	#C49A00
#00C094	50.9696829268293	7.545	Middle East & North Africa (all income levels)	10	#00C094
#00C094	51.0078536585366	7.095	Middle East & North Africa (all income levels)	10	#00C094
#C49A00	64.6848536585366	2.613	Europe & Central Asia (all income levels)	10	#C49A00
#C49A00	68.1667804878049	2.399	Europe & Central Asia (all income levels)	10	#C49A00
#FB61D7	43.5024390243902	7.322	Sub-Saharan Africa (all income levels)	10	#FB61D7
#C49A00	65.847	3.194	Europe & Central Asia (all income levels)	10	#C49A00
#FB61D7	33.9453170731707	6.889	Sub-Saharan Africa (all income levels)	10	#FB61D7
#F8766D	49.2781219512195	6.11	East Asia & Pacific (all income levels)	10	#F8766D
#F8766D	55.2267073170732	7.578	East Asia & Pacific (all income levels)	10	#F8766D
#F8766D	69.2330243902439	2.388	East Asia & Pacific (all income levels)	10	#F8766D
#FB61D7	46.1673414634146	6.791	Sub-Saharan Africa (all income levels)	10	#FB61D7
#00C094	70.1789512195122	2.019	Middle East & North Africa (all income levels)	10	#00C094
#FB61D7	63.0216585365854	4.213	Sub-Saharan Africa (all income levels)	10	#FB61D7
#A58AFF	43.4659024390244	7.237	South Asia	10	#A58AFF
#FB61D7	40.1225609756098	7.267	Sub-Saharan Africa (all income levels)	10	#FB61D7
#53B400	60.8957804878049	6.76	Latin America & Caribbean (all income levels)	10	#53B400
#F8766D	63.5398536585366	5.009	East Asia & Pacific (all income levels)	10	#F8766D
#FB61D7	38.7757317073171	6.596	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	51.9894878048781	6.401	Sub-Saharan Africa (all income levels)	10	#FB61D7
#F8766D	62.5804878048781	4.59	East Asia & Pacific (all income levels)	10	#F8766D
#FB61D7	38.2185365853659	7.382	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	41.9537804878049	6.425	Sub-Saharan Africa (all income levels)	10	#FB61D7
#53B400	52.9299024390244	6.919	Latin America & Caribbean (all income levels)	10	#53B400
#C49A00	73.539512195122	2.748	Europe & Central Asia (all income levels)	10	#C49A00
#C49A00	73.6634146341463	2.699	Europe & Central Asia (all income levels)	10	#C49A00
#A58AFF	42.1737317073171	6.073	South Asia	10	#A58AFF
#F8766D	71.4731707317073	3.269	East Asia & Pacific (all income levels)	10	#F8766D
#00C094	49.4746829268293	7.293	Middle East & North Africa (all income levels)	10	#00C094
#53B400	64.8606585365854	5.454	Latin America & Caribbean (all income levels)	10	#53B400
#53B400	52.5965365853659	6.415	Latin America & Caribbean (all income levels)	10	#53B400
#F8766D	59.9102926829268	5.921	East Asia & Pacific (all income levels)	10	#F8766D
#F8766D	45.3082195121951	6.187	East Asia & Pacific (all income levels)	10	#F8766D
#F8766D	60.4707073170732	6.376	East Asia & Pacific (all income levels)	10	#F8766D
#A58AFF	52.5806829268293	6.6	South Asia	10	#A58AFF
#C49A00	69.719512195122	2.2	Europe & Central Asia (all income levels)	10	#C49A00
#53B400	71.3113414634146	3.248	Latin America & Caribbean (all income levels)	10	#53B400
#C49A00	66.6917317073171	2.849	Europe & Central Asia (all income levels)	10	#C49A00
#53B400	65.2214634146342	5.894	Latin America & Caribbean (all income levels)	10	#53B400
#00C094	65.5183414634146	6.952	Middle East & North Africa (all income levels)	10	#00C094
#C49A00	67.9524390243903	3.19	Europe & Central Asia (all income levels)	10	#C49A00
#C49A00	68.5098536585366	1.97	Europe & Central Asia (all income levels)	10	#C49A00
#FB61D7	44.182756097561	8.126	Sub-Saharan Africa (all income levels)	10	#FB61D7
#00C094	51.5030487804878	7.273	Middle East & North Africa (all income levels)	10	#00C094
#F8766D	53.8817073170732	6.781	East Asia & Pacific (all income levels)	10	#F8766D
#FB61D7	44.7582195121951	6.605	Sub-Saharan Africa (all income levels)	10	#FB61D7
#C49A00	74.0848780487805	1.943	Europe & Central Asia (all income levels)	10	#C49A00
#F8766D	67.9510731707317	3.246	East Asia & Pacific (all income levels)	10	#F8766D
#C49A00	68.3609756097561	2.277	Europe & Central Asia (all income levels)	10	#C49A00
#C49A00	70.2172195121951	2.43	Europe & Central Asia (all income levels)	10	#C49A00
#FB61D7	34.6286585365854	5.915	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	40.4121951219512	7.329	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	39.6594146341464	7.209	Sub-Saharan Africa (all income levels)	10	#FB61D7
#53B400	62.9465365853659	5.79	Latin America & Caribbean (all income levels)	10	#53B400
#FB61D7	55.0609756097561	6.444	Sub-Saharan Africa (all income levels)	10	#FB61D7
#53B400	56.2429756097561	6.3	Latin America & Caribbean (all income levels)	10	#53B400
#00C094	59.2610487804878	7.574	Middle East & North Africa (all income levels)	10	#00C094
#FB61D7	47.4107073170732	6.869	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	43.5964878048781	6.459	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	44.725756097561	7.029	Sub-Saharan Africa (all income levels)	10	#FB61D7
#F8766D	59.4010243902439	5.764	East Asia & Pacific (all income levels)	10	#F8766D
#C49A00	59.7223902439024	6.841	Europe & Central Asia (all income levels)	10	#C49A00
#F8766D	39.041512195122	6.039	East Asia & Pacific (all income levels)	10	#F8766D
#C49A00	58.0198048780488	6.35	Europe & Central Asia (all income levels)	10	#C49A00
#00C094	53.0273658536585	6.7	Middle East & North Africa (all income levels)	10	#00C094
#F8766D	64.5529024390244	6.15	East Asia & Pacific (all income levels)	10	#F8766D
#C49A00	49.5811219512195	5.6	Europe & Central Asia (all income levels)	10	#C49A00
#53B400	65.2029756097561	3.633	Latin America & Caribbean (all income levels)	10	#53B400
#FB61D7	46.3114634146342	6.778	Sub-Saharan Africa (all income levels)	10	#FB61D7
#C49A00	70.4114634146342	2.04	Europe & Central Asia (all income levels)	10	#C49A00
#FB61D7	49.2582926829268	7.118	Sub-Saharan Africa (all income levels)	10	#FB61D7
#00B6EB	70.5073170731708	2.456	North America	10	#00B6EB
#53B400	68.5641463414634	2.869	Latin America & Caribbean (all income levels)	10	#53B400
#C49A00	62.4598048780488	6.552	Europe & Central Asia (all income levels)	10	#C49A00
#53B400	60.0182926829268	6.185	Latin America & Caribbean (all income levels)	10	#53B400
#53B400	63.3513414634146	5.605	Latin America & Caribbean (all income levels)	10	#53B400
#53B400	67.3208048780488	5.282	Latin America & Caribbean (all income levels)	10	#53B400
#F8766D	47.6755853658537	7.404	East Asia & Pacific (all income levels)	10	#F8766D
#F8766D	51.8799024390244	6.348	East Asia & Pacific (all income levels)	10	#F8766D
#F8766D	54.469512195122	6.272	East Asia & Pacific (all income levels)	10	#F8766D
#00C094	39.9831951219512	7.512	Middle East & North Africa (all income levels)	10	#00C094
#FB61D7	52.4932682926829	5.634	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	48.5531463414634	7.425	Sub-Saharan Africa (all income levels)	10	#FB61D7
#FB61D7	54.5789024390244	7.415	Sub-Saharan Africa (all income levels)	10	#FB61D7
#00C094	62.5194878048781	6.605	Middle East & North Africa (all income levels)	11	#00C094
#A58AFF	35.0559756097561	7.7	South Asia	11	#A58AFF
#C49A00	66.9894390243903	4.872	Europe & Central Asia (all income levels)	11	#C49A00
#C49A00	69.9244390243903	3.208	Europe & Central Asia (all income levels)	11	#C49A00
#FB61D7	37.0114146341463	7.301	Sub-Saharan Africa (all income levels)	11	#FB61D7
#53B400	66.548512195122	3.073	Latin America & Caribbean (all income levels)	11	#53B400
#C49A00	69.8907317073171	2.29	Europe & Central Asia (all income levels)	11	#C49A00
#F8766D	71.0185365853659	2.859	East Asia & Pacific (all income levels)	11	#F8766D
#53B400	69.0861463414634	2.908	Latin America & Caribbean (all income levels)	11	#53B400
#C49A00	64.7346097560976	4.612	Europe & Central Asia (all income levels)	11	#C49A00
#C49A00	65.9866097560976	2.881	Europe & Central Asia (all income levels)	11	#C49A00
#53B400	68.487512195122	3.113	Latin America & Caribbean (all income levels)	11	#53B400
#A58AFF	41.8859512195122	6.945	South Asia	11	#A58AFF
#C49A00	70.9719512195122	2.2	Europe & Central Asia (all income levels)	11	#C49A00
#FB61D7	40.9011219512195	6.624	Sub-Saharan Africa (all income levels)	11	#FB61D7
#C49A00	71.2563414634146	2.17	Europe & Central Asia (all income levels)	11	#C49A00
#00C094	63.8683902439025	6.498	Middle East & North Africa (all income levels)	11	#00C094
#FB61D7	43.7059268292683	6.802	Sub-Saharan Africa (all income levels)	11	#FB61D7
#FB61D7	39.7900975609756	6.748	Sub-Saharan Africa (all income levels)	11	#FB61D7
#F8766D	67.1051463414634	5.751	East Asia & Pacific (all income levels)	11	#F8766D
#53B400	45.7510243902439	6.578	Latin America & Caribbean (all income levels)	11	#53B400
#53B400	58.561	5.024	Latin America & Caribbean (all income levels)	11	#53B400
#53B400	66.1829024390244	3.531	Latin America & Caribbean (all income levels)	11	#53B400
#A58AFF	40.5863658536585	6.671	South Asia	11	#A58AFF
#FB61D7	54.4444634146342	6.641	Sub-Saharan Africa (all income levels)	11	#FB61D7
#C49A00	70.5228780487805	2.31	Europe & Central Asia (all income levels)	11	#C49A00
#53B400	66.0439512195122	6.299	Latin America & Caribbean (all income levels)	11	#53B400
#00B6EB	72.7004878048781	2.258	North America	11	#00B6EB
#FB61D7	43.8569024390244	6.214	Sub-Saharan Africa (all income levels)	11	#FB61D7
#FB61D7	41.9419268292683	5.954	Sub-Saharan Africa (all income levels)	11	#FB61D7
#FB61D7	53.4365853658537	6.259	Sub-Saharan Africa (all income levels)	11	#FB61D7
#C49A00	73.020243902439	2.087	Europe & Central Asia (all income levels)	11	#C49A00
#FB61D7	43.9085365853659	7.908	Sub-Saharan Africa (all income levels)	11	#FB61D7
#53B400	62.1367073170732	4.023	Latin America & Caribbean (all income levels)	11	#53B400
#FB61D7	46.0763902439024	6.208	Sub-Saharan Africa (all income levels)	11	#FB61D7
#F8766D	62.902243902439	5.512	East Asia & Pacific (all income levels)	11	#F8766D
#53B400	60.8316829268293	5.599	Latin America & Caribbean (all income levels)	11	#53B400
#53B400	66.8489756097561	5.012	Latin America & Caribbean (all income levels)	11	#53B400
#53B400	69.6756341463415	4.033	Latin America & Caribbean (all income levels)	11	#53B400
#FB61D7	52.5990243902439	6.935	Sub-Saharan Africa (all income levels)	11	#FB61D7
#C49A00	72.5266585365854	2.61	Europe & Central Asia (all income levels)	11	#C49A00
#C49A00	69.440243902439	1.929	Europe & Central Asia (all income levels)	11	#C49A00
#C49A00	70.6409024390244	2.03	Europe & Central Asia (all income levels)	11	#C49A00
#00C094	43.2540731707317	7.415	Middle East & North Africa (all income levels)	11	#00C094
#C49A00	73.3434146341463	1.95	Europe & Central Asia (all income levels)	11	#C49A00
#53B400	58.4365853658537	6.182	Latin America & Caribbean (all income levels)	11	#53B400
#00C094	52.9180243902439	7.398	Middle East & North Africa (all income levels)	11	#00C094
#53B400	57.7759268292683	6.282	Latin America & Caribbean (all income levels)	11	#53B400
#C49A00	70.0985609756098	2.16	Europe & Central Asia (all income levels)	11	#C49A00
#00C094	50.4523902439025	5.94	Middle East & North Africa (all income levels)	11	#00C094
#FB61D7	43.317	6.602	Sub-Saharan Africa (all income levels)	11	#FB61D7
#C49A00	72.0273170731707	2.836	Europe & Central Asia (all income levels)	11	#C49A00
#FB61D7	42.9285853658537	6.84	Sub-Saharan Africa (all income levels)	11	#FB61D7
#C49A00	70.179512195122	1.828	Europe & Central Asia (all income levels)	11	#C49A00
#F8766D	59.900756097561	4.543	East Asia & Pacific (all income levels)	11	#F8766D
#F8766D	61.6335853658537	6.938	East Asia & Pacific (all income levels)	11	#F8766D
#C49A00	71.6585365853659	2.55	Europe & Central Asia (all income levels)	11	#C49A00
#FB61D7	46.6358780487805	4.704	Sub-Saharan Africa (all income levels)	11	#FB61D7
#C49A00	71.9731707317073	2.437	Europe & Central Asia (all income levels)	11	#C49A00
#53B400	64.1178048780488	4.604	Latin America & Caribbean (all income levels)	11	#53B400
#C49A00	67.1497073170732	2.595	Europe & Central Asia (all income levels)	11	#C49A00
#FB61D7	48.9089512195122	6.95	Sub-Saharan Africa (all income levels)	11	#FB61D7
