colour	x	y	group	showSelectedlegendcolour	PANEL
#C49A00	76.8407317073171	1995	80	Europe & Central Asia (all income levels)	3
#C49A00	77.1873170731707	1996	80	Europe & Central Asia (all income levels)	3
#C49A00	77.3707317073171	1997	80	Europe & Central Asia (all income levels)	3
#C49A00	77.4731707317073	1998	80	Europe & Central Asia (all income levels)	3
#C49A00	77.619512195122	1999	80	Europe & Central Asia (all income levels)	3
#C49A00	77.7219512195122	2000	80	Europe & Central Asia (all income levels)	3
#C49A00	77.9731707317073	2001	80	Europe & Central Asia (all income levels)	3
#C49A00	78.0756097560976	2002	80	Europe & Central Asia (all income levels)	3
#C49A00	78.1292682926829	2003	80	Europe & Central Asia (all income levels)	3
#C49A00	78.8780487804878	2004	80	Europe & Central Asia (all income levels)	3
#C49A00	78.9804878048781	2005	80	Europe & Central Asia (all income levels)	3
#C49A00	79.380487804878	2006	80	Europe & Central Asia (all income levels)	3
#C49A00	79.6804878048781	2008	80	Europe & Central Asia (all income levels)	3
#C49A00	79.7829268292683	2007	80	Europe & Central Asia (all income levels)	3
#C49A00	79.9829268292683	2009	80	Europe & Central Asia (all income levels)	3
#C49A00	80.2341463414634	2010	80	Europe & Central Asia (all income levels)	3
#C49A00	80.4853658536586	2011	80	Europe & Central Asia (all income levels)	3
#C49A00	60.2073658536586	1960	82	Europe & Central Asia (all income levels)	3
#C49A00	60.8818536585366	1961	82	Europe & Central Asia (all income levels)	3
#C49A00	61.5188292682927	1962	82	Europe & Central Asia (all income levels)	3
#C49A00	62.1247804878049	1963	82	Europe & Central Asia (all income levels)	3
#C49A00	62.705756097561	1964	82	Europe & Central Asia (all income levels)	3
#C49A00	63.2692926829268	1965	82	Europe & Central Asia (all income levels)	3
#C49A00	63.8224634146342	1966	82	Europe & Central Asia (all income levels)	3
#C49A00	64.3673414634146	1967	82	Europe & Central Asia (all income levels)	3
#C49A00	64.9074146341463	1968	82	Europe & Central Asia (all income levels)	3
#C49A00	65.4456829268293	1969	82	Europe & Central Asia (all income levels)	3
#C49A00	65.829	1992	82	Europe & Central Asia (all income levels)	3
#C49A00	65.9418536585366	1993	82	Europe & Central Asia (all income levels)	3
#C49A00	65.9866097560976	1970	82	Europe & Central Asia (all income levels)	3
#C49A00	66.3856829268293	1991	82	Europe & Central Asia (all income levels)	3
#C49A00	66.5321219512195	1971	82	Europe & Central Asia (all income levels)	3
#C49A00	66.730243902439	1994	82	Europe & Central Asia (all income levels)	3
#C49A00	67.0786585365854	1972	82	Europe & Central Asia (all income levels)	3
#C49A00	67.4668536585366	1990	82	Europe & Central Asia (all income levels)	3
#C49A00	67.6176341463415	1973	82	Europe & Central Asia (all income levels)	3
#C49A00	68.0681951219512	1995	82	Europe & Central Asia (all income levels)	3
#C49A00	68.1404634146342	1974	82	Europe & Central Asia (all income levels)	3
#C49A00	68.6315853658537	1975	82	Europe & Central Asia (all income levels)	3
#C49A00	68.8140243902439	1989	82	Europe & Central Asia (all income levels)	3
#C49A00	69.0719024390244	1976	82	Europe & Central Asia (all income levels)	3
#C49A00	69.4529268292683	1977	82	Europe & Central Asia (all income levels)	3
#C49A00	69.7141951219512	1996	82	Europe & Central Asia (all income levels)	3
#C49A00	69.7717317073171	1978	82	Europe & Central Asia (all income levels)	3
#C49A00	70.0324146341463	1979	82	Europe & Central Asia (all income levels)	3
#C49A00	70.1033658536585	1988	82	Europe & Central Asia (all income levels)	3
#C49A00	70.2735853658537	1980	82	Europe & Central Asia (all income levels)	3
#C49A00	70.5480731707317	1981	82	Europe & Central Asia (all income levels)	3
#C49A00	70.8754878048781	1982	82	Europe & Central Asia (all income levels)	3
#C49A00	71.0824146341463	1987	82	Europe & Central Asia (all income levels)	3
#C49A00	71.2393658536586	1983	82	Europe & Central Asia (all income levels)	3
#C49A00	71.3479512195122	1997	82	Europe & Central Asia (all income levels)	3
#C49A00	71.5952926829268	1984	82	Europe & Central Asia (all income levels)	3
#C49A00	71.6509268292683	1986	82	Europe & Central Asia (all income levels)	3
#C49A00	71.7950731707317	1985	82	Europe & Central Asia (all income levels)	3
#C49A00	72.7164878048781	1998	82	Europe & Central Asia (all income levels)	3
#C49A00	73.714	1999	82	Europe & Central Asia (all income levels)	3
#C49A00	74.3081219512195	2000	82	Europe & Central Asia (all income levels)	3
#C49A00	74.5531707317073	2001	82	Europe & Central Asia (all income levels)	3
#C49A00	74.6153658536585	2002	82	Europe & Central Asia (all income levels)	3
#C49A00	74.6348780487805	2003	82	Europe & Central Asia (all income levels)	3
#C49A00	74.6596341463415	2004	82	Europe & Central Asia (all income levels)	3
#C49A00	74.7236341463415	2005	82	Europe & Central Asia (all income levels)	3
#C49A00	74.8343658536585	2006	82	Europe & Central Asia (all income levels)	3
#C49A00	74.9686097560976	2007	82	Europe & Central Asia (all income levels)	3
#C49A00	75.1063170731708	2008	82	Europe & Central Asia (all income levels)	3
#C49A00	75.2504390243902	2009	82	Europe & Central Asia (all income levels)	3
#C49A00	75.4004390243903	2010	82	Europe & Central Asia (all income levels)	3
#C49A00	75.5528536585366	2011	82	Europe & Central Asia (all income levels)	3
#C49A00	69.2475609756098	1960	84	Europe & Central Asia (all income levels)	3
#C49A00	69.4919512195122	1962	84	Europe & Central Asia (all income levels)	3
#C49A00	70.1956097560976	1961	84	Europe & Central Asia (all income levels)	3
#C49A00	70.3092682926829	1963	84	Europe & Central Asia (all income levels)	3
#C49A00	70.3512195121951	1997	84	Europe & Central Asia (all income levels)	3
#C49A00	70.4139024390244	1967	84	Europe & Central Asia (all income levels)	3
#C49A00	70.43	1969	84	Europe & Central Asia (all income levels)	3
#C49A00	70.8160975609756	1977	84	Europe & Central Asia (all income levels)	3
#C49A00	70.8736585365854	1971	84	Europe & Central Asia (all income levels)	3
#C49A00	70.8973170731707	1996	84	Europe & Central Asia (all income levels)	3
#C49A00	70.899512195122	1972	84	Europe & Central Asia (all income levels)	3
#C49A00	71.049756097561	1975	84	Europe & Central Asia (all income levels)	3
#C49A00	71.0534146341464	1995	84	Europe & Central Asia (all income levels)	3
#C49A00	71.0609756097561	1998	84	Europe & Central Asia (all income levels)	3
#C49A00	71.1212195121951	1964	84	Europe & Central Asia (all income levels)	3
#C49A00	71.1575609756098	1980	84	Europe & Central Asia (all income levels)	3
#C49A00	71.1846341463415	1978	84	Europe & Central Asia (all income levels)	3
#C49A00	71.1860975609756	1982	84	Europe & Central Asia (all income levels)	3
#C49A00	71.2080487804878	1974	84	Europe & Central Asia (all income levels)	3
#C49A00	71.2087804878049	1994	84	Europe & Central Asia (all income levels)	3
#C49A00	71.2234146341464	1966	84	Europe & Central Asia (all income levels)	3
#C49A00	71.2251219512195	1968	84	Europe & Central Asia (all income levels)	3
#C49A00	71.2280487804878	1985	84	Europe & Central Asia (all income levels)	3
#C49A00	71.2563414634146	1970	84	Europe & Central Asia (all income levels)	3
#C49A00	71.2939024390244	1965	84	Europe & Central Asia (all income levels)	3
#C49A00	71.3082926829268	1979	84	Europe & Central Asia (all income levels)	3
#C49A00	71.3421951219512	1973	84	Europe & Central Asia (all income levels)	3
#C49A00	71.3468292682927	1993	84	Europe & Central Asia (all income levels)	3
#C49A00	71.3863414634146	1983	84	Europe & Central Asia (all income levels)	3
#C49A00	71.3948780487805	1976	84	Europe & Central Asia (all income levels)	3
#C49A00	71.4121951219512	1999	84	Europe & Central Asia (all income levels)	3
#C49A00	71.4943902439024	1992	84	Europe & Central Asia (all income levels)	3
#C49A00	71.499756097561	1984	84	Europe & Central Asia (all income levels)	3
#C49A00	71.5268292682927	1987	84	Europe & Central Asia (all income levels)	3
#C49A00	71.5609756097561	1991	84	Europe & Central Asia (all income levels)	3
#C49A00	71.5719512195122	1981	84	Europe & Central Asia (all income levels)	3
#C49A00	71.6043902439024	1988	84	Europe & Central Asia (all income levels)	3
#C49A00	71.6414634146342	1990	84	Europe & Central Asia (all income levels)	3
#C49A00	71.6634146341463	2000	84	Europe & Central Asia (all income levels)	3
#C49A00	71.7224390243903	1989	84	Europe & Central Asia (all income levels)	3
#C49A00	71.7307317073171	1986	84	Europe & Central Asia (all income levels)	3
#C49A00	71.7682926829268	2001	84	Europe & Central Asia (all income levels)	3
#C49A00	71.8658536585366	2002	84	Europe & Central Asia (all income levels)	3
#C49A00	72.0658536585366	2003	84	Europe & Central Asia (all income levels)	3
#C49A00	72.5609756097561	2005	84	Europe & Central Asia (all income levels)	3
#C49A00	72.5634146341463	2004	84	Europe & Central Asia (all income levels)	3
#C49A00	72.6121951219512	2006	84	Europe & Central Asia (all income levels)	3
#C49A00	72.6634146341463	2007	84	Europe & Central Asia (all income levels)	3
#C49A00	72.9634146341463	2008	84	Europe & Central Asia (all income levels)	3
#C49A00	73.4121951219512	2009	84	Europe & Central Asia (all income levels)	3
#C49A00	73.5121951219512	2010	84	Europe & Central Asia (all income levels)	3
#C49A00	74.1634146341463	2011	84	Europe & Central Asia (all income levels)	3
#C49A00	70.6397804878049	1960	86	Europe & Central Asia (all income levels)	3
#C49A00	70.7344146341463	1961	86	Europe & Central Asia (all income levels)	3
#C49A00	70.8300975609756	1962	86	Europe & Central Asia (all income levels)	3
#C49A00	70.9333170731707	1963	86	Europe & Central Asia (all income levels)	3
#C49A00	71.0475853658537	1964	86	Europe & Central Asia (all income levels)	3
#C49A00	71.1719268292683	1965	86	Europe & Central Asia (all income levels)	3
#C49A00	71.2993414634146	1966	86	Europe & Central Asia (all income levels)	3
#C49A00	71.4218536585366	1967	86	Europe & Central Asia (all income levels)	3
#C49A00	71.5359756097561	1968	86	Europe & Central Asia (all income levels)	3
#C49A00	71.6407073170732	1969	86	Europe & Central Asia (all income levels)	3
#C49A00	71.7390487804878	1970	86	Europe & Central Asia (all income levels)	3
#C49A00	71.836	1971	86	Europe & Central Asia (all income levels)	3
#C49A00	71.9380487804878	1972	86	Europe & Central Asia (all income levels)	3
#C49A00	72.0501707317073	1973	86	Europe & Central Asia (all income levels)	3
#C49A00	72.1773658536585	1974	86	Europe & Central Asia (all income levels)	3
#C49A00	72.3246097560976	1975	86	Europe & Central Asia (all income levels)	3
#C49A00	72.4939024390244	1976	86	Europe & Central Asia (all income levels)	3
#C49A00	72.685243902439	1977	86	Europe & Central Asia (all income levels)	3
#C49A00	72.8931219512195	1978	86	Europe & Central Asia (all income levels)	3
#C49A00	73.1160243902439	1979	86	Europe & Central Asia (all income levels)	3
#C49A00	73.3449512195122	1980	86	Europe & Central Asia (all income levels)	3
#C49A00	73.5739268292683	1981	86	Europe & Central Asia (all income levels)	3
#C49A00	73.7959268292683	1982	86	Europe & Central Asia (all income levels)	3
#C49A00	74.0064634146342	1983	86	Europe & Central Asia (all income levels)	3
#C49A00	74.2065365853659	1984	86	Europe & Central Asia (all income levels)	3
#C49A00	74.3981219512195	1985	86	Europe & Central Asia (all income levels)	3
#C49A00	74.5877317073171	1986	86	Europe & Central Asia (all income levels)	3
#C49A00	74.7818292682927	1987	86	Europe & Central Asia (all income levels)	3
#C49A00	74.9854634146342	1988	86	Europe & Central Asia (all income levels)	3
#C49A00	75.1985853658537	1989	86	Europe & Central Asia (all income levels)	3
#C49A00	75.418243902439	1990	86	Europe & Central Asia (all income levels)	3
#C49A00	75.6369268292683	1991	86	Europe & Central Asia (all income levels)	3
#C49A00	75.8496829268293	1992	86	Europe & Central Asia (all income levels)	3
#C49A00	76.053	1993	86	Europe & Central Asia (all income levels)	3
#C49A00	76.2473902439024	1994	86	Europe & Central Asia (all income levels)	3
#C49A00	76.4373414634146	1995	86	Europe & Central Asia (all income levels)	3
#C49A00	76.6299024390244	1996	86	Europe & Central Asia (all income levels)	3
#C49A00	76.8315365853659	1997	86	Europe & Central Asia (all income levels)	3
#C49A00	77.0472195121951	1998	86	Europe & Central Asia (all income levels)	3
#C49A00	77.2779268292683	1999	86	Europe & Central Asia (all income levels)	3
#C49A00	77.5241219512195	2000	86	Europe & Central Asia (all income levels)	3
#C49A00	77.7852682926829	2001	86	Europe & Central Asia (all income levels)	3
#C49A00	78.0538536585366	2002	86	Europe & Central Asia (all income levels)	3
#C49A00	78.3238292682927	2003	86	Europe & Central Asia (all income levels)	3
#C49A00	78.5901951219512	2004	86	Europe & Central Asia (all income levels)	3
#C49A00	78.8448780487805	2005	86	Europe & Central Asia (all income levels)	3
#C49A00	79.0829024390244	2006	86	Europe & Central Asia (all income levels)	3
#C49A00	79.300756097561	2007	86	Europe & Central Asia (all income levels)	3
#C49A00	79.4984634146342	2008	86	Europe & Central Asia (all income levels)	3
#C49A00	79.6755365853659	2009	86	Europe & Central Asia (all income levels)	3
#C49A00	79.832	2010	86	Europe & Central Asia (all income levels)	3
#C49A00	79.9724146341463	2011	86	Europe & Central Asia (all income levels)	3
#C49A00	65.9691219512195	1960	88	Europe & Central Asia (all income levels)	3
#C49A00	66.4139512195122	1961	88	Europe & Central Asia (all income levels)	3
#C49A00	66.8070487804878	1962	88	Europe & Central Asia (all income levels)	3
#C49A00	67.1524146341463	1963	88	Europe & Central Asia (all income levels)	3
#C49A00	67.4566097560976	1964	88	Europe & Central Asia (all income levels)	3
#C49A00	67.7277073170732	1965	88	Europe & Central Asia (all income levels)	3
#C49A00	67.9763170731707	1966	88	Europe & Central Asia (all income levels)	3
#C49A00	68.21	1967	88	Europe & Central Asia (all income levels)	3
#C49A00	68.4373658536585	1968	88	Europe & Central Asia (all income levels)	3
#C49A00	68.6644634146342	1969	88	Europe & Central Asia (all income levels)	3
#C49A00	68.8978536585366	1970	88	Europe & Central Asia (all income levels)	3
#C49A00	69.1415853658537	1971	88	Europe & Central Asia (all income levels)	3
#C49A00	69.3906341463415	1972	88	Europe & Central Asia (all income levels)	3
#C49A00	69.6368780487805	1973	88	Europe & Central Asia (all income levels)	3
#C49A00	69.8752195121951	1974	88	Europe & Central Asia (all income levels)	3
#C49A00	70.0019512195122	1975	88	Europe & Central Asia (all income levels)	3
#C49A00	70.1753658536586	1980	88	Europe & Central Asia (all income levels)	3
#C49A00	70.2185365853659	1984	88	Europe & Central Asia (all income levels)	3
#C49A00	70.2748780487805	1983	88	Europe & Central Asia (all income levels)	3
#C49A00	70.3443902439025	1981	88	Europe & Central Asia (all income levels)	3
#C49A00	70.4273170731707	1979	88	Europe & Central Asia (all income levels)	3
#C49A00	70.4553658536585	1976	88	Europe & Central Asia (all income levels)	3
#C49A00	70.4826829268293	1982	88	Europe & Central Asia (all income levels)	3
#C49A00	70.5387804878049	1978	88	Europe & Central Asia (all income levels)	3
#C49A00	70.7443902439024	1977	88	Europe & Central Asia (all income levels)	3
#C49A00	70.8860975609756	1985	88	Europe & Central Asia (all income levels)	3
#C49A00	71.2414634146342	1992	88	Europe & Central Asia (all income levels)	3
#C49A00	71.4190243902439	1986	88	Europe & Central Asia (all income levels)	3
#C49A00	71.470243902439	1987	88	Europe & Central Asia (all income levels)	3
#C49A00	71.4882926829268	1988	88	Europe & Central Asia (all income levels)	3
#C49A00	71.5224390243903	1993	88	Europe & Central Asia (all income levels)	3
#C49A00	71.8034146341464	1994	88	Europe & Central Asia (all income levels)	3
#C49A00	71.8446341463415	1989	88	Europe & Central Asia (all income levels)	3
#C49A00	72.0843902439024	1995	88	Europe & Central Asia (all income levels)	3
#C49A00	72.1704878048781	1990	88	Europe & Central Asia (all income levels)	3
#C49A00	72.1853658536586	1991	88	Europe & Central Asia (all income levels)	3
#C49A00	72.3170731707317	1998	88	Europe & Central Asia (all income levels)	3
#C49A00	72.3653658536585	1996	88	Europe & Central Asia (all income levels)	3
#C49A00	72.4951219512195	1997	88	Europe & Central Asia (all income levels)	3
#C49A00	72.6419512195122	1999	88	Europe & Central Asia (all income levels)	3
#C49A00	72.8078048780488	2000	88	Europe & Central Asia (all income levels)	3
#C49A00	74.5129268292683	2001	88	Europe & Central Asia (all income levels)	3
#C49A00	74.6139024390244	2003	88	Europe & Central Asia (all income levels)	3
#C49A00	74.7173170731707	2002	88	Europe & Central Asia (all income levels)	3
#C49A00	75.2446341463415	2005	88	Europe & Central Asia (all income levels)	3
#C49A00	75.520243902439	2004	88	Europe & Central Asia (all income levels)	3
#C49A00	75.7056097560976	2007	88	Europe & Central Asia (all income levels)	3
#C49A00	75.8368292682927	2006	88	Europe & Central Asia (all income levels)	3
#C49A00	75.9121951219512	2008	88	Europe & Central Asia (all income levels)	3
#C49A00	76.1682926829268	2009	88	Europe & Central Asia (all income levels)	3
#C49A00	76.4756097560976	2010	88	Europe & Central Asia (all income levels)	3
#C49A00	76.8756097560976	2011	88	Europe & Central Asia (all income levels)	3
#C49A00	69.5906097560976	1960	90	Europe & Central Asia (all income levels)	3
#C49A00	69.9255365853659	1961	90	Europe & Central Asia (all income levels)	3
#C49A00	70.2499756097561	1962	90	Europe & Central Asia (all income levels)	3
#C49A00	70.5644390243903	1963	90	Europe & Central Asia (all income levels)	3
#C49A00	70.8693902439024	1964	90	Europe & Central Asia (all income levels)	3
#C49A00	71.1653414634146	1965	90	Europe & Central Asia (all income levels)	3
#C49A00	71.4527804878049	1966	90	Europe & Central Asia (all income levels)	3
#C49A00	71.732243902439	1967	90	Europe & Central Asia (all income levels)	3
#C49A00	72.0042195121951	1968	90	Europe & Central Asia (all income levels)	3
#C49A00	72.2686829268293	1969	90	Europe & Central Asia (all income levels)	3
#C49A00	72.5266585365854	1970	90	Europe & Central Asia (all income levels)	3
#C49A00	72.7776341463415	1971	90	Europe & Central Asia (all income levels)	3
#C49A00	73.0211219512195	1972	90	Europe & Central Asia (all income levels)	3
#C49A00	73.2575853658537	1973	90	Europe & Central Asia (all income levels)	3
#C49A00	73.4875609756098	1974	90	Europe & Central Asia (all income levels)	3
#C49A00	73.7115365853659	1975	90	Europe & Central Asia (all income levels)	3
#C49A00	73.929512195122	1976	90	Europe & Central Asia (all income levels)	3
#C49A00	74.142	1977	90	Europe & Central Asia (all income levels)	3
#C49A00	74.349	1978	90	Europe & Central Asia (all income levels)	3
#C49A00	74.5514878048781	1979	90	Europe & Central Asia (all income levels)	3
#C49A00	74.7484878048781	1980	90	Europe & Central Asia (all income levels)	3
#C49A00	74.9424878048781	1981	90	Europe & Central Asia (all income levels)	3
#C49A00	75.131487804878	1982	90	Europe & Central Asia (all income levels)	3
#C49A00	75.3154878048781	1983	90	Europe & Central Asia (all income levels)	3
#C49A00	75.4959756097561	1984	90	Europe & Central Asia (all income levels)	3
#C49A00	75.6729512195122	1985	90	Europe & Central Asia (all income levels)	3
#C49A00	75.8459268292683	1986	90	Europe & Central Asia (all income levels)	3
#C49A00	76.0153902439024	1987	90	Europe & Central Asia (all income levels)	3
#C49A00	76.1818292682927	1988	90	Europe & Central Asia (all income levels)	3
#C49A00	76.344268292683	1989	90	Europe & Central Asia (all income levels)	3
#C49A00	76.5047073170732	1990	90	Europe & Central Asia (all income levels)	3
#C49A00	76.6621219512195	1991	90	Europe & Central Asia (all income levels)	3
#C49A00	76.8160487804878	1992	90	Europe & Central Asia (all income levels)	3
#C49A00	76.9679756097561	1993	90	Europe & Central Asia (all income levels)	3
#C49A00	77.1159024390244	1994	90	Europe & Central Asia (all income levels)	3
#C49A00	77.2623170731707	1995	90	Europe & Central Asia (all income levels)	3
#C49A00	77.405756097561	1996	90	Europe & Central Asia (all income levels)	3
#C49A00	77.5471707317073	1997	90	Europe & Central Asia (all income levels)	3
#C49A00	77.6860975609756	1998	90	Europe & Central Asia (all income levels)	3
#C49A00	77.823512195122	1999	90	Europe & Central Asia (all income levels)	3
#C49A00	77.9569268292683	2000	90	Europe & Central Asia (all income levels)	3
#C49A00	78.0853414634146	2001	90	Europe & Central Asia (all income levels)	3
#C49A00	78.2092682926829	2002	90	Europe & Central Asia (all income levels)	3
#C49A00	78.3301951219512	2003	90	Europe & Central Asia (all income levels)	3
#C49A00	78.4500975609756	2004	90	Europe & Central Asia (all income levels)	3
#C49A00	78.5739512195122	2005	90	Europe & Central Asia (all income levels)	3
#C49A00	78.7087317073171	2006	90	Europe & Central Asia (all income levels)	3
#C49A00	78.8579024390244	2007	90	Europe & Central Asia (all income levels)	3
#C49A00	79.0214634146342	2008	90	Europe & Central Asia (all income levels)	3
#C49A00	79.1969512195122	2009	90	Europe & Central Asia (all income levels)	3
#C49A00	79.3803902439025	2010	90	Europe & Central Asia (all income levels)	3
#C49A00	79.5628536585366	2011	90	Europe & Central Asia (all income levels)	3
#C49A00	69.3670731707317	1969	92	Europe & Central Asia (all income levels)	3
#C49A00	69.440243902439	1970	92	Europe & Central Asia (all income levels)	3
#C49A00	69.6770731707317	1971	92	Europe & Central Asia (all income levels)	3
#C49A00	69.7868292682927	1962	92	Europe & Central Asia (all income levels)	3
#C49A00	69.8407317073171	1968	92	Europe & Central Asia (all income levels)	3
#C49A00	70.0226829268293	1973	92	Europe & Central Asia (all income levels)	3
#C49A00	70.0865853658537	1974	92	Europe & Central Asia (all income levels)	3
#C49A00	70.1631707317073	1965	92	Europe & Central Asia (all income levels)	3
#C49A00	70.1765853658537	1972	92	Europe & Central Asia (all income levels)	3
#C49A00	70.2641463414634	1967	92	Europe & Central Asia (all income levels)	3
#C49A00	70.2780487804878	1980	92	Europe & Central Asia (all income levels)	3
#C49A00	70.3043902439025	1963	92	Europe & Central Asia (all income levels)	3
#C49A00	70.3487804878049	1960	92	Europe & Central Asia (all income levels)	3
#C49A00	70.3848780487805	1966	92	Europe & Central Asia (all income levels)	3
#C49A00	70.4146341463415	1975	92	Europe & Central Asia (all income levels)	3
#C49A00	70.459512195122	1964	92	Europe & Central Asia (all income levels)	3
#C49A00	70.5126829268293	1961	92	Europe & Central Asia (all income levels)	3
#C49A00	70.5326829268293	1976	92	Europe & Central Asia (all income levels)	3
#C49A00	70.5734146341463	1977	92	Europe & Central Asia (all income levels)	3
#C49A00	70.5914634146341	1983	92	Europe & Central Asia (all income levels)	3
#C49A00	70.6439024390244	1978	92	Europe & Central Asia (all income levels)	3
#C49A00	70.7221951219512	1981	92	Europe & Central Asia (all income levels)	3
#C49A00	70.749512195122	1979	92	Europe & Central Asia (all income levels)	3
#C49A00	70.8078048780488	1982	92	Europe & Central Asia (all income levels)	3
#C49A00	70.8375609756098	1984	92	Europe & Central Asia (all income levels)	3
#C49A00	70.9973170731707	1986	92	Europe & Central Asia (all income levels)	3
#C49A00	71.0463414634146	1985	92	Europe & Central Asia (all income levels)	3
#C49A00	71.3839024390244	1990	92	Europe & Central Asia (all income levels)	3
#C49A00	71.4456097560976	1987	92	Europe & Central Asia (all income levels)	3
#C49A00	71.6414634146342	1988	92	Europe & Central Asia (all income levels)	3
#C49A00	71.6756097560976	1989	92	Europe & Central Asia (all income levels)	3
#C49A00	71.8982926829268	1991	92	Europe & Central Asia (all income levels)	3
#C49A00	72.2717073170732	1992	92	Europe & Central Asia (all income levels)	3
#C49A00	72.7678048780488	1993	92	Europe & Central Asia (all income levels)	3
#C49A00	72.9726829268293	1994	92	Europe & Central Asia (all income levels)	3
#C49A00	73.0748780487805	1995	92	Europe & Central Asia (all income levels)	3
#C49A00	73.7146341463415	1996	92	Europe & Central Asia (all income levels)	3
#C49A00	73.8248780487805	1997	92	Europe & Central Asia (all income levels)	3
#C49A00	74.5146341463415	1998	92	Europe & Central Asia (all income levels)	3
#C49A00	74.6682926829268	1999	92	Europe & Central Asia (all income levels)	3
#C49A00	74.9682926829268	2000	92	Europe & Central Asia (all income levels)	3
#C49A00	75.1707317073171	2003	92	Europe & Central Asia (all income levels)	3
#C49A00	75.1731707317073	2001	92	Europe & Central Asia (all income levels)	3
#C49A00	75.2219512195122	2002	92	Europe & Central Asia (all income levels)	3
#C49A00	75.7219512195122	2004	92	Europe & Central Asia (all income levels)	3
#C49A00	75.9243902439025	2005	92	Europe & Central Asia (all income levels)	3
#C49A00	76.5243902439024	2006	92	Europe & Central Asia (all income levels)	3
#C49A00	76.7243902439025	2007	92	Europe & Central Asia (all income levels)	3
#C49A00	76.9756097560976	2008	92	Europe & Central Asia (all income levels)	3
#C49A00	77.0780487804878	2009	92	Europe & Central Asia (all income levels)	3
#C49A00	77.4243902439025	2010	92	Europe & Central Asia (all income levels)	3
#C49A00	77.8731707317073	2011	92	Europe & Central Asia (all income levels)	3
#C49A00	72.1765853658537	1960	94	Europe & Central Asia (all income levels)	3
#C49A00	72.319756097561	1962	94	Europe & Central Asia (all income levels)	3
#C49A00	72.3707317073171	1965	94	Europe & Central Asia (all income levels)	3
#C49A00	72.4004878048781	1963	94	Europe & Central Asia (all income levels)	3
#C49A00	72.4382926829268	1961	94	Europe & Central Asia (all income levels)	3
#C49A00	72.4441463414634	1966	94	Europe & Central Asia (all income levels)	3
#C49A00	72.4851219512195	1964	94	Europe & Central Asia (all income levels)	3
#C49A00	72.9221951219512	1967	94	Europe & Central Asia (all income levels)	3
#C49A00	73.1214634146342	1968	94	Europe & Central Asia (all income levels)	3
#C49A00	73.2209756097561	1969	94	Europe & Central Asia (all income levels)	3
#C49A00	73.3434146341463	1970	94	Europe & Central Asia (all income levels)	3
#C49A00	73.4146341463415	1971	94	Europe & Central Asia (all income levels)	3
#C49A00	73.4390243902439	1972	94	Europe & Central Asia (all income levels)	3
#C49A00	73.6821951219512	1973	94	Europe & Central Asia (all income levels)	3
#C49A00	73.739756097561	1976	94	Europe & Central Asia (all income levels)	3
#C49A00	73.8082926829268	1974	94	Europe & Central Asia (all income levels)	3
#C49A00	74.0751219512195	1975	94	Europe & Central Asia (all income levels)	3
#C49A00	74.1017073170732	1980	94	Europe & Central Asia (all income levels)	3
#C49A00	74.2192682926829	1979	94	Europe & Central Asia (all income levels)	3
#C49A00	74.2304878048781	1981	94	Europe & Central Asia (all income levels)	3
#C49A00	74.3929268292683	1978	94	Europe & Central Asia (all income levels)	3
#C49A00	74.4204878048781	1983	94	Europe & Central Asia (all income levels)	3
#C49A00	74.4275609756098	1985	94	Europe & Central Asia (all income levels)	3
#C49A00	74.5512195121951	1982	94	Europe & Central Asia (all income levels)	3
#C49A00	74.5621951219512	1984	94	Europe & Central Asia (all income levels)	3
#C49A00	74.579756097561	1986	94	Europe & Central Asia (all income levels)	3
#C49A00	74.6324390243903	1977	94	Europe & Central Asia (all income levels)	3
#C49A00	74.6912195121951	1987	94	Europe & Central Asia (all income levels)	3
#C49A00	74.7717073170732	1988	94	Europe & Central Asia (all income levels)	3
#C49A00	74.799756097561	1989	94	Europe & Central Asia (all income levels)	3
#C49A00	74.8053658536585	1990	94	Europe & Central Asia (all income levels)	3
#C49A00	75.1168292682927	1993	94	Europe & Central Asia (all income levels)	3
#C49A00	75.1578048780488	1991	94	Europe & Central Asia (all income levels)	3
#C49A00	75.1941463414634	1992	94	Europe & Central Asia (all income levels)	3
#C49A00	75.2126829268293	1995	94	Europe & Central Asia (all income levels)	3
#C49A00	75.3751219512195	1994	94	Europe & Central Asia (all income levels)	3
#C49A00	75.5914634146342	1996	94	Europe & Central Asia (all income levels)	3
#C49A00	75.9451219512195	1997	94	Europe & Central Asia (all income levels)	3
#C49A00	76.1390243902439	1998	94	Europe & Central Asia (all income levels)	3
#C49A00	76.3414634146341	1999	94	Europe & Central Asia (all income levels)	3
#C49A00	76.5926829268293	2000	94	Europe & Central Asia (all income levels)	3
#C49A00	76.7926829268293	2001	94	Europe & Central Asia (all income levels)	3
#C49A00	76.8951219512195	2002	94	Europe & Central Asia (all income levels)	3
#C49A00	77.1439024390244	2003	94	Europe & Central Asia (all income levels)	3
#C49A00	77.4926829268293	2004	94	Europe & Central Asia (all income levels)	3
#C49A00	77.8439024390244	2005	94	Europe & Central Asia (all income levels)	3
#C49A00	78.0951219512195	2006	94	Europe & Central Asia (all income levels)	3
#C49A00	78.1951219512195	2007	94	Europe & Central Asia (all income levels)	3
#C49A00	78.4463414634146	2008	94	Europe & Central Asia (all income levels)	3
#C49A00	78.5975609756098	2009	94	Europe & Central Asia (all income levels)	3
