colour	x	y	group	showSelectedlegendcolour
#F8766D	90371287	3.255	63	East Asia & Pacific (all income levels)
#F8766D	91886400	3.194	63	East Asia & Pacific (all income levels)
#F8766D	93444322	3.142	63	East Asia & Pacific (all income levels)
#F8766D	95053437	3.099	63	East Asia & Pacific (all income levels)
#F8766D	108645	7.362	65	East Asia & Pacific (all income levels)
#F8766D	112121	7.343	65	East Asia & Pacific (all income levels)
#F8766D	115786	7.296	65	East Asia & Pacific (all income levels)
#F8766D	119564	7.216	65	East Asia & Pacific (all income levels)
#F8766D	123354	7.103	65	East Asia & Pacific (all income levels)
#F8766D	127068	6.961	65	East Asia & Pacific (all income levels)
#F8766D	130687	6.798	65	East Asia & Pacific (all income levels)
#F8766D	134194	6.623	65	East Asia & Pacific (all income levels)
#F8766D	137503	6.446	65	East Asia & Pacific (all income levels)
#F8766D	140520	6.272	65	East Asia & Pacific (all income levels)
#F8766D	143175	6.101	65	East Asia & Pacific (all income levels)
#F8766D	145437	5.93	65	East Asia & Pacific (all income levels)
#F8766D	147323	5.755	65	East Asia & Pacific (all income levels)
#F8766D	148889	5.578	65	East Asia & Pacific (all income levels)
#F8766D	150219	5.402	65	East Asia & Pacific (all income levels)
#F8766D	151383	5.237	65	East Asia & Pacific (all income levels)
#F8766D	152390	5.092	65	East Asia & Pacific (all income levels)
#F8766D	153244	4.975	65	East Asia & Pacific (all income levels)
#F8766D	154010	4.89	65	East Asia & Pacific (all income levels)
#F8766D	154763	4.836	65	East Asia & Pacific (all income levels)
#F8766D	155554	4.81	65	East Asia & Pacific (all income levels)
#F8766D	156435	4.807	65	East Asia & Pacific (all income levels)
#F8766D	157401	4.816	65	East Asia & Pacific (all income levels)
#F8766D	158383	4.827	65	East Asia & Pacific (all income levels)
#F8766D	159281	4.836	65	East Asia & Pacific (all income levels)
#F8766D	160030	4.838	65	East Asia & Pacific (all income levels)
#F8766D	160591	4.832	65	East Asia & Pacific (all income levels)
#F8766D	161014	4.82	65	East Asia & Pacific (all income levels)
#F8766D	161424	4.803	65	East Asia & Pacific (all income levels)
#F8766D	162001	4.783	65	East Asia & Pacific (all income levels)
#F8766D	162865	4.762	65	East Asia & Pacific (all income levels)
#F8766D	164073	4.741	65	East Asia & Pacific (all income levels)
#F8766D	165568	4.724	65	East Asia & Pacific (all income levels)
#F8766D	167206	4.709	65	East Asia & Pacific (all income levels)
#F8766D	168786	4.698	65	East Asia & Pacific (all income levels)
#F8766D	170158	4.688	65	East Asia & Pacific (all income levels)
#F8766D	171276	4.677	65	East Asia & Pacific (all income levels)
#F8766D	172191	4.661	65	East Asia & Pacific (all income levels)
#F8766D	172979	4.638	65	East Asia & Pacific (all income levels)
#F8766D	173758	4.607	65	East Asia & Pacific (all income levels)
#F8766D	174614	4.564	65	East Asia & Pacific (all income levels)
#F8766D	175567	4.509	65	East Asia & Pacific (all income levels)
#F8766D	176592	4.443	65	East Asia & Pacific (all income levels)
#F8766D	177677	4.368	65	East Asia & Pacific (all income levels)
#F8766D	178794	4.287	65	East Asia & Pacific (all income levels)
#F8766D	179928	4.203	65	East Asia & Pacific (all income levels)
#F8766D	181073	4.12	65	East Asia & Pacific (all income levels)
#F8766D	182240	4.043	65	East Asia & Pacific (all income levels)
#F8766D	183444	3.973	65	East Asia & Pacific (all income levels)
#F8766D	184704	3.912	65	East Asia & Pacific (all income levels)
#F8766D	186029	3.86	65	East Asia & Pacific (all income levels)
#F8766D	187429	3.815	65	East Asia & Pacific (all income levels)
#F8766D	1646000	5.454	67	East Asia & Pacific (all income levels)
#F8766D	1702000	5.256	67	East Asia & Pacific (all income levels)
#F8766D	1750000	5.2	67	East Asia & Pacific (all income levels)
#F8766D	1795000	5.007	67	East Asia & Pacific (all income levels)
#F8766D	1842000	4.8525	67	East Asia & Pacific (all income levels)
#F8766D	1887000	4.698	67	East Asia & Pacific (all income levels)
#F8766D	1934000	4.498	67	East Asia & Pacific (all income levels)
#F8766D	1978000	3.946	67	East Asia & Pacific (all income levels)
#F8766D	2012000	3.562	67	East Asia & Pacific (all income levels)
#F8766D	2043000	3.246	67	East Asia & Pacific (all income levels)
#F8766D	2075000	3.086	67	East Asia & Pacific (all income levels)
#F8766D	2113000	3.038	67	East Asia & Pacific (all income levels)
#F8766D	2152000	3.048	67	East Asia & Pacific (all income levels)
#F8766D	2193000	2.8	67	East Asia & Pacific (all income levels)
#F8766D	2230000	2.359	67	East Asia & Pacific (all income levels)
#F8766D	2263000	2.079	67	East Asia & Pacific (all income levels)
#F8766D	2293000	2.111	67	East Asia & Pacific (all income levels)
#F8766D	2325000	1.82	67	East Asia & Pacific (all income levels)
#F8766D	2354000	1.759	67	East Asia & Pacific (all income levels)
#F8766D	2384000	1.791	67	East Asia & Pacific (all income levels)
#F8766D	2414000	1.737	67	East Asia & Pacific (all income levels)
#F8766D	2533000	1.723	67	East Asia & Pacific (all income levels)
#F8766D	2647000	1.706	67	East Asia & Pacific (all income levels)
#F8766D	2681000	1.608	67	East Asia & Pacific (all income levels)
#F8766D	2732000	1.615	67	East Asia & Pacific (all income levels)
#F8766D	2733000	1.433	67	East Asia & Pacific (all income levels)
#F8766D	2736000	1.614	67	East Asia & Pacific (all income levels)
#F8766D	2775000	1.621	67	East Asia & Pacific (all income levels)
#F8766D	2846000	1.956	67	East Asia & Pacific (all income levels)
#F8766D	2931000	1.754	67	East Asia & Pacific (all income levels)
#F8766D	3047000	1.865	67	East Asia & Pacific (all income levels)
#F8766D	3135100	1.77	67	East Asia & Pacific (all income levels)
#F8766D	3230700	1.76	67	East Asia & Pacific (all income levels)
#F8766D	3313500	1.778	67	East Asia & Pacific (all income levels)
#F8766D	3419000	1.75	67	East Asia & Pacific (all income levels)
#F8766D	3524500	1.71	67	East Asia & Pacific (all income levels)
#F8766D	3670700	1.696	67	East Asia & Pacific (all income levels)
#F8766D	3796000	1.635	67	East Asia & Pacific (all income levels)
#F8766D	3927200	1.494	67	East Asia & Pacific (all income levels)
#F8766D	3958700	1.475	67	East Asia & Pacific (all income levels)
#F8766D	4114800	1.27	68	East Asia & Pacific (all income levels)
#F8766D	4138000	1.41	68	East Asia & Pacific (all income levels)
#F8766D	4166700	1.26	68	East Asia & Pacific (all income levels)
#F8766D	4176000	1.37	68	East Asia & Pacific (all income levels)
#F8766D	4265800	1.26	68	East Asia & Pacific (all income levels)
#F8766D	4401400	1.28	68	East Asia & Pacific (all income levels)
#F8766D	4588600	1.29	68	East Asia & Pacific (all income levels)
#F8766D	4839400	1.28	68	East Asia & Pacific (all income levels)
#F8766D	4987600	1.22	68	East Asia & Pacific (all income levels)
#F8766D	5076700	1.15	68	East Asia & Pacific (all income levels)
#F8766D	5183700	1.2	68	East Asia & Pacific (all income levels)
#F8766D	117869	6.388	70	East Asia & Pacific (all income levels)
#F8766D	121403	6.385	70	East Asia & Pacific (all income levels)
#F8766D	125068	6.383	70	East Asia & Pacific (all income levels)
#F8766D	128863	6.385	70	East Asia & Pacific (all income levels)
#F8766D	132787	6.394	70	East Asia & Pacific (all income levels)
#F8766D	136847	6.419	70	East Asia & Pacific (all income levels)
#F8766D	141027	6.47	70	East Asia & Pacific (all income levels)
#F8766D	145354	6.549	70	East Asia & Pacific (all income levels)
#F8766D	149926	6.655	70	East Asia & Pacific (all income levels)
#F8766D	154876	6.781	70	East Asia & Pacific (all income levels)
#F8766D	160292	6.914	70	East Asia & Pacific (all income levels)
#F8766D	166214	7.04	70	East Asia & Pacific (all income levels)
#F8766D	172599	7.145	70	East Asia & Pacific (all income levels)
#F8766D	179354	7.216	70	East Asia & Pacific (all income levels)
#F8766D	186338	7.248	70	East Asia & Pacific (all income levels)
#F8766D	193447	7.236	70	East Asia & Pacific (all income levels)
#F8766D	200642	7.182	70	East Asia & Pacific (all income levels)
#F8766D	207942	7.096	70	East Asia & Pacific (all income levels)
#F8766D	215353	6.99	70	East Asia & Pacific (all income levels)
#F8766D	222905	6.871	70	East Asia & Pacific (all income levels)
#F8766D	230614	6.748	70	East Asia & Pacific (all income levels)
#F8766D	238488	6.632	70	East Asia & Pacific (all income levels)
#F8766D	246502	6.525	70	East Asia & Pacific (all income levels)
#F8766D	254602	6.431	70	East Asia & Pacific (all income levels)
#F8766D	262719	6.349	70	East Asia & Pacific (all income levels)
#F8766D	270809	6.278	70	East Asia & Pacific (all income levels)
#F8766D	278846	6.211	70	East Asia & Pacific (all income levels)
#F8766D	286868	6.139	70	East Asia & Pacific (all income levels)
#F8766D	294962	6.056	70	East Asia & Pacific (all income levels)
#F8766D	303258	5.961	70	East Asia & Pacific (all income levels)
#F8766D	311849	5.851	70	East Asia & Pacific (all income levels)
#F8766D	320764	5.728	70	East Asia & Pacific (all income levels)
#F8766D	329984	5.596	70	East Asia & Pacific (all income levels)
#F8766D	339490	5.461	70	East Asia & Pacific (all income levels)
#F8766D	349250	5.326	70	East Asia & Pacific (all income levels)
#F8766D	359236	5.197	70	East Asia & Pacific (all income levels)
#F8766D	369439	5.077	70	East Asia & Pacific (all income levels)
#F8766D	379861	4.968	70	East Asia & Pacific (all income levels)
#F8766D	390493	4.872	70	East Asia & Pacific (all income levels)
#F8766D	401323	4.789	70	East Asia & Pacific (all income levels)
#F8766D	412336	4.72	70	East Asia & Pacific (all income levels)
#F8766D	423529	4.665	70	East Asia & Pacific (all income levels)
#F8766D	434880	4.619	70	East Asia & Pacific (all income levels)
#F8766D	446335	4.579	70	East Asia & Pacific (all income levels)
#F8766D	457827	4.541	70	East Asia & Pacific (all income levels)
#F8766D	469306	4.503	70	East Asia & Pacific (all income levels)
#F8766D	480745	4.46	70	East Asia & Pacific (all income levels)
#F8766D	492148	4.412	70	East Asia & Pacific (all income levels)
#F8766D	503541	4.358	70	East Asia & Pacific (all income levels)
#F8766D	514964	4.296	70	East Asia & Pacific (all income levels)
#F8766D	526447	4.229	70	East Asia & Pacific (all income levels)
#F8766D	537997	4.157	70	East Asia & Pacific (all income levels)
#F8766D	27362310	6.147	72	East Asia & Pacific (all income levels)
#F8766D	28195264	6.151	72	East Asia & Pacific (all income levels)
#F8766D	29058659	6.155	72	East Asia & Pacific (all income levels)
#F8766D	29951191	6.157	72	East Asia & Pacific (all income levels)
#F8766D	30870998	6.151	72	East Asia & Pacific (all income levels)
#F8766D	31816307	6.129	72	East Asia & Pacific (all income levels)
#F8766D	32784476	6.084	72	East Asia & Pacific (all income levels)
#F8766D	33774079	6.009	72	East Asia & Pacific (all income levels)
#F8766D	34785711	5.903	72	East Asia & Pacific (all income levels)
#F8766D	35820705	5.764	72	East Asia & Pacific (all income levels)
#F8766D	36878580	5.595	72	East Asia & Pacific (all income levels)
#F8766D	37959301	5.397	72	East Asia & Pacific (all income levels)
#F8766D	39057780	5.181	72	East Asia & Pacific (all income levels)
#F8766D	40162277	4.953	72	East Asia & Pacific (all income levels)
#F8766D	41257648	4.721	72	East Asia & Pacific (all income levels)
#F8766D	42332566	4.488	72	East Asia & Pacific (all income levels)
#F8766D	43382444	4.257	72	East Asia & Pacific (all income levels)
#F8766D	44408422	4.03	72	East Asia & Pacific (all income levels)
#F8766D	45412214	3.808	72	East Asia & Pacific (all income levels)
#F8766D	46397977	3.594	72	East Asia & Pacific (all income levels)
#F8766D	47369137	3.392	72	East Asia & Pacific (all income levels)
#F8766D	48319564	3.202	72	East Asia & Pacific (all income levels)
#F8766D	49247430	3.024	72	East Asia & Pacific (all income levels)
#F8766D	50165305	2.859	72	East Asia & Pacific (all income levels)
#F8766D	51090390	2.707	72	East Asia & Pacific (all income levels)
#F8766D	52031925	2.571	72	East Asia & Pacific (all income levels)
#F8766D	53003237	2.451	72	East Asia & Pacific (all income levels)
#F8766D	53993052	2.346	72	East Asia & Pacific (all income levels)
#F8766D	54956736	2.256	72	East Asia & Pacific (all income levels)
#F8766D	55833321	2.179	72	East Asia & Pacific (all income levels)
#F8766D	56582726	2.113	72	East Asia & Pacific (all income levels)
#F8766D	57184324	2.054	72	East Asia & Pacific (all income levels)
#F8766D	57661001	2.001	72	East Asia & Pacific (all income levels)
#F8766D	58069612	1.952	72	East Asia & Pacific (all income levels)
#F8766D	58491145	1.906	72	East Asia & Pacific (all income levels)
#F8766D	58983954	1.862	72	East Asia & Pacific (all income levels)
#F8766D	59562136	1.821	72	East Asia & Pacific (all income levels)
#F8766D	60206941	1.785	72	East Asia & Pacific (all income levels)
#F8766D	60903042	1.755	72	East Asia & Pacific (all income levels)
#F8766D	61623143	1.73	72	East Asia & Pacific (all income levels)
#F8766D	62343379	1.71	72	East Asia & Pacific (all income levels)
#F8766D	63069070	1.695	72	East Asia & Pacific (all income levels)
#F8766D	63797841	1.683	72	East Asia & Pacific (all income levels)
#F8766D	64488338	1.673	72	East Asia & Pacific (all income levels)
#F8766D	65087400	1.663	72	East Asia & Pacific (all income levels)
#F8766D	65559487	1.654	72	East Asia & Pacific (all income levels)
#F8766D	65883961	1.642	72	East Asia & Pacific (all income levels)
#F8766D	66076927	1.629	72	East Asia & Pacific (all income levels)
#F8766D	66185340	1.614	72	East Asia & Pacific (all income levels)
#F8766D	66277335	1.598	72	East Asia & Pacific (all income levels)
#F8766D	66402316	1.579	72	East Asia & Pacific (all income levels)
#F8766D	66576332	1.559	72	East Asia & Pacific (all income levels)
#F8766D	499681	6.373	74	East Asia & Pacific (all income levels)
#F8766D	508504	6.376	74	East Asia & Pacific (all income levels)
#F8766D	517704	6.375	74	East Asia & Pacific (all income levels)
#F8766D	527291	6.367	74	East Asia & Pacific (all income levels)
#F8766D	537285	6.347	74	East Asia & Pacific (all income levels)
#F8766D	547688	6.314	74	East Asia & Pacific (all income levels)
#F8766D	558117	6.268	74	East Asia & Pacific (all income levels)
#F8766D	568447	6.207	74	East Asia & Pacific (all income levels)
#F8766D	579192	6.132	74	East Asia & Pacific (all income levels)
#F8766D	580730	4.767	74	East Asia & Pacific (all income levels)
#F8766D	583567	4.956	74	East Asia & Pacific (all income levels)
#F8766D	589862	4.606	74	East Asia & Pacific (all income levels)
#F8766D	591077	6.039	74	East Asia & Pacific (all income levels)
#F8766D	596572	5.13	74	East Asia & Pacific (all income levels)
#F8766D	604392	5.917	74	East Asia & Pacific (all income levels)
#F8766D	608878	4.513	74	East Asia & Pacific (all income levels)
#F8766D	616650	5.256	74	East Asia & Pacific (all income levels)
#F8766D	620138	5.751	74	East Asia & Pacific (all income levels)
#F8766D	632227	4.514	74	East Asia & Pacific (all income levels)
#F8766D	637603	5.541	74	East Asia & Pacific (all income levels)
#F8766D	638938	5.324	74	East Asia & Pacific (all income levels)
#F8766D	652114	4.611	74	East Asia & Pacific (all income levels)
#F8766D	653367	5.298	74	East Asia & Pacific (all income levels)
#F8766D	659876	5.336	74	East Asia & Pacific (all income levels)
#F8766D	662803	5.037	74	East Asia & Pacific (all income levels)
#F8766D	662981	4.794	74	East Asia & Pacific (all income levels)
#F8766D	678277	5.308	74	East Asia & Pacific (all income levels)
#F8766D	695175	5.271	74	East Asia & Pacific (all income levels)
#F8766D	711794	5.256	74	East Asia & Pacific (all income levels)
#F8766D	730158	5.273	74	East Asia & Pacific (all income levels)
#F8766D	751488	5.34	74	East Asia & Pacific (all income levels)
#F8766D	776772	5.469	74	East Asia & Pacific (all income levels)
#F8766D	804803	5.651	74	East Asia & Pacific (all income levels)
#F8766D	832053	5.874	74	East Asia & Pacific (all income levels)
#F8766D	848230	7.079	74	East Asia & Pacific (all income levels)
#F8766D	853069	6.986	74	East Asia & Pacific (all income levels)
#F8766D	853585	7.112	74	East Asia & Pacific (all income levels)
#F8766D	853716	6.125	74	East Asia & Pacific (all income levels)
#F8766D	862622	6.832	74	East Asia & Pacific (all income levels)
#F8766D	866700	6.384	74	East Asia & Pacific (all income levels)
#F8766D	869024	6.627	74	East Asia & Pacific (all income levels)
#F8766D	871353	7.092	74	East Asia & Pacific (all income levels)
#F8766D	899367	7.037	74	East Asia & Pacific (all income levels)
#F8766D	933369	6.964	74	East Asia & Pacific (all income levels)
#F8766D	966987	6.648	74	East Asia & Pacific (all income levels)
#F8766D	983125	6.332	74	East Asia & Pacific (all income levels)
#F8766D	1014439	6.016	74	East Asia & Pacific (all income levels)
#F8766D	1046030	5.7	74	East Asia & Pacific (all income levels)
#F8766D	1077911	5.7	74	East Asia & Pacific (all income levels)
#F8766D	1110071	5.7	74	East Asia & Pacific (all income levels)
#F8766D	1142502	5.578	74	East Asia & Pacific (all income levels)
#F8766D	1175880	5.453	74	East Asia & Pacific (all income levels)
#F8766D	61600	7.363	76	East Asia & Pacific (all income levels)
#F8766D	63740	7.346	76	East Asia & Pacific (all income levels)
#F8766D	66255	7.302	76	East Asia & Pacific (all income levels)
#F8766D	69000	7.226	76	East Asia & Pacific (all income levels)
#F8766D	71757	7.117	76	East Asia & Pacific (all income levels)
#F8766D	74363	6.973	76	East Asia & Pacific (all income levels)
#F8766D	76787	6.795	76	East Asia & Pacific (all income levels)
#F8766D	79048	6.59	76	East Asia & Pacific (all income levels)
#F8766D	81096	6.371	76	East Asia & Pacific (all income levels)
#F8766D	82879	6.15	76	East Asia & Pacific (all income levels)
#F8766D	84370	5.941	76	East Asia & Pacific (all income levels)
#F8766D	85520	5.761	76	East Asia & Pacific (all income levels)
#F8766D	86349	5.616	76	East Asia & Pacific (all income levels)
#F8766D	86985	5.512	76	East Asia & Pacific (all income levels)
#F8766D	87609	5.449	76	East Asia & Pacific (all income levels)
#F8766D	88347	5.426	76	East Asia & Pacific (all income levels)
#F8766D	89258	5.438	76	East Asia & Pacific (all income levels)
#F8766D	90296	5.471	76	East Asia & Pacific (all income levels)
#F8766D	91361	5.509	76	East Asia & Pacific (all income levels)
#F8766D	92300	5.541	76	East Asia & Pacific (all income levels)
#F8766D	93007	5.553	76	East Asia & Pacific (all income levels)
#F8766D	93451	5.532	76	East Asia & Pacific (all income levels)
#F8766D	93682	5.475	76	East Asia & Pacific (all income levels)
#F8766D	93774	5.385	76	East Asia & Pacific (all income levels)
#F8766D	93838	5.266	76	East Asia & Pacific (all income levels)
#F8766D	93953	5.128	76	East Asia & Pacific (all income levels)
#F8766D	94149	4.989	76	East Asia & Pacific (all income levels)
#F8766D	94403	4.864	76	East Asia & Pacific (all income levels)
#F8766D	94687	4.763	76	East Asia & Pacific (all income levels)
#F8766D	94952	4.691	76	East Asia & Pacific (all income levels)
#F8766D	95165	4.644	76	East Asia & Pacific (all income levels)
#F8766D	95321	4.612	76	East Asia & Pacific (all income levels)
#F8766D	95443	4.583	76	East Asia & Pacific (all income levels)
#F8766D	95560	4.547	76	East Asia & Pacific (all income levels)
#F8766D	95712	4.501	76	East Asia & Pacific (all income levels)
#F8766D	95928	4.447	76	East Asia & Pacific (all income levels)
#F8766D	96218	4.391	76	East Asia & Pacific (all income levels)
#F8766D	96574	4.34	76	East Asia & Pacific (all income levels)
#F8766D	96991	4.3	76	East Asia & Pacific (all income levels)
#F8766D	97457	4.27	76	East Asia & Pacific (all income levels)
#F8766D	97962	4.25	76	East Asia & Pacific (all income levels)
#F8766D	98504	4.236	76	East Asia & Pacific (all income levels)
#F8766D	99083	4.221	76	East Asia & Pacific (all income levels)
#F8766D	99691	4.202	76	East Asia & Pacific (all income levels)
#F8766D	100319	4.177	76	East Asia & Pacific (all income levels)
#F8766D	100960	4.144	76	East Asia & Pacific (all income levels)
#F8766D	101617	4.104	76	East Asia & Pacific (all income levels)
#F8766D	102289	4.059	76	East Asia & Pacific (all income levels)
#F8766D	102947	4.011	76	East Asia & Pacific (all income levels)
#F8766D	103557	3.962	76	East Asia & Pacific (all income levels)
#F8766D	104098	3.911	76	East Asia & Pacific (all income levels)
#F8766D	104554	3.861	76	East Asia & Pacific (all income levels)
#F8766D	63701	7.197	79	East Asia & Pacific (all income levels)
#F8766D	65708	7.12	79	East Asia & Pacific (all income levels)
#F8766D	67806	7.033	79	East Asia & Pacific (all income levels)
#F8766D	69962	6.938	79	East Asia & Pacific (all income levels)
#F8766D	72131	6.836	79	East Asia & Pacific (all income levels)
#F8766D	74287	6.73	79	East Asia & Pacific (all income levels)
#F8766D	76410	6.626	79	East Asia & Pacific (all income levels)
#F8766D	78518	6.526	79	East Asia & Pacific (all income levels)
#F8766D	80669	6.433	79	East Asia & Pacific (all income levels)
#F8766D	82941	6.348	79	East Asia & Pacific (all income levels)
#F8766D	85388	6.272	79	East Asia & Pacific (all income levels)
#F8766D	88023	6.202	79	East Asia & Pacific (all income levels)
#F8766D	90824	6.134	79	East Asia & Pacific (all income levels)
#F8766D	93761	6.067	79	East Asia & Pacific (all income levels)
#F8766D	96793	5.999	79	East Asia & Pacific (all income levels)
#F8766D	99879	5.929	79	East Asia & Pacific (all income levels)
#F8766D	103024	5.858	79	East Asia & Pacific (all income levels)
#F8766D	106223	5.787	79	East Asia & Pacific (all income levels)
#F8766D	109429	5.716	79	East Asia & Pacific (all income levels)
#F8766D	112579	5.645	79	East Asia & Pacific (all income levels)
#F8766D	115634	5.575	79	East Asia & Pacific (all income levels)
#F8766D	118578	5.503	79	East Asia & Pacific (all income levels)
#F8766D	121433	5.43	79	East Asia & Pacific (all income levels)
#F8766D	124248	5.356	79	East Asia & Pacific (all income levels)
#F8766D	127094	5.282	79	East Asia & Pacific (all income levels)
#F8766D	130028	5.209	79	East Asia & Pacific (all income levels)
#F8766D	133040	5.141	79	East Asia & Pacific (all income levels)
#F8766D	136129	5.078	79	East Asia & Pacific (all income levels)
#F8766D	139369	5.022	79	East Asia & Pacific (all income levels)
#F8766D	142852	4.971	79	East Asia & Pacific (all income levels)
#F8766D	146633	4.926	79	East Asia & Pacific (all income levels)
#F8766D	150779	4.884	79	East Asia & Pacific (all income levels)
#F8766D	155242	4.844	79	East Asia & Pacific (all income levels)
#F8766D	159814	4.804	79	East Asia & Pacific (all income levels)
#F8766D	164209	4.761	79	East Asia & Pacific (all income levels)
#F8766D	168236	4.716	79	East Asia & Pacific (all income levels)
#F8766D	171802	4.667	79	East Asia & Pacific (all income levels)
#F8766D	175004	4.616	79	East Asia & Pacific (all income levels)
#F8766D	178074	4.562	79	East Asia & Pacific (all income levels)
#F8766D	181346	4.507	79	East Asia & Pacific (all income levels)
#F8766D	185058	4.45	79	East Asia & Pacific (all income levels)
#F8766D	189285	4.39	79	East Asia & Pacific (all income levels)
#F8766D	193950	4.33	79	East Asia & Pacific (all income levels)
#F8766D	198952	4.269	79	East Asia & Pacific (all income levels)
#F8766D	204135	4.208	79	East Asia & Pacific (all income levels)
#F8766D	209375	4.147	79	East Asia & Pacific (all income levels)
#F8766D	214654	4.088	79	East Asia & Pacific (all income levels)
#F8766D	220001	4.03	79	East Asia & Pacific (all income levels)
#F8766D	225398	3.974	79	East Asia & Pacific (all income levels)
#F8766D	230833	3.921	79	East Asia & Pacific (all income levels)
#F8766D	236299	3.869	79	East Asia & Pacific (all income levels)
#F8766D	241778	3.82	79	East Asia & Pacific (all income levels)
#F8766D	34743000	7.085	81	East Asia & Pacific (all income levels)
#F8766D	35427715.2	7.189	81	East Asia & Pacific (all income levels)
#F8766D	36123019.2	7.277	81	East Asia & Pacific (all income levels)
#F8766D	36836299.2	7.345	81	East Asia & Pacific (all income levels)
#F8766D	37573875.2	7.391	81	East Asia & Pacific (all income levels)
#F8766D	38341000	7.417	81	East Asia & Pacific (all income levels)
#F8766D	39141859.2	7.428	81	East Asia & Pacific (all income levels)
#F8766D	39979571.2	7.43	81	East Asia & Pacific (all income levels)
#F8766D	40856187.2	7.423	81	East Asia & Pacific (all income levels)
#F8766D	41772691.2	7.404	81	East Asia & Pacific (all income levels)
#F8766D	42729000	7.362	81	East Asia & Pacific (all income levels)
#F8766D	43724507.2	7.287	81	East Asia & Pacific (all income levels)
#F8766D	44758083.2	7.17	81	East Asia & Pacific (all income levels)
#F8766D	45824811.2	7.008	81	East Asia & Pacific (all income levels)
#F8766D	46917619.2	6.807	81	East Asia & Pacific (all income levels)
#F8766D	48030000	6.574	81	East Asia & Pacific (all income levels)
#F8766D	49157643.2	6.324	81	East Asia & Pacific (all income levels)
#F8766D	50295171.2	6.071	81	East Asia & Pacific (all income levels)
#F8766D	51436139.2	5.828	81	East Asia & Pacific (all income levels)
#F8766D	52573579.2	5.6	81	East Asia & Pacific (all income levels)
#F8766D	53700000	5.39	81	East Asia & Pacific (all income levels)
#F8766D	54722337.4927371	5.194	81	East Asia & Pacific (all income levels)
#F8766D	55686897.3404939	5.004	81	East Asia & Pacific (all income levels)
#F8766D	56654801.8269156	4.813	81	East Asia & Pacific (all income levels)
#F8766D	57691661.4318255	4.622	81	East Asia & Pacific (all income levels)
#F8766D	58868000	4.432	81	East Asia & Pacific (all income levels)
#F8766D	60249000	4.247	81	East Asia & Pacific (all income levels)
#F8766D	61750000	4.073	81	East Asia & Pacific (all income levels)
#F8766D	63263000	3.908	81	East Asia & Pacific (all income levels)
#F8766D	64774000	3.752	81	East Asia & Pacific (all income levels)
#F8766D	66016700	3.598	81	East Asia & Pacific (all income levels)
#F8766D	67242400	3.436	81	East Asia & Pacific (all income levels)
#F8766D	68450100	3.261	81	East Asia & Pacific (all income levels)
#F8766D	69644500	3.071	81	East Asia & Pacific (all income levels)
#F8766D	70824500	2.87	81	East Asia & Pacific (all income levels)
#F8766D	71995500	2.666	81	East Asia & Pacific (all income levels)
#F8766D	73156700	2.473	81	East Asia & Pacific (all income levels)
#F8766D	74306900	2.302	81	East Asia & Pacific (all income levels)
#F8766D	75456300	2.162	81	East Asia & Pacific (all income levels)
#F8766D	76596700	2.055	81	East Asia & Pacific (all income levels)
#F8766D	77630900	1.983	81	East Asia & Pacific (all income levels)
#F8766D	78621000	1.94	81	East Asia & Pacific (all income levels)
#F8766D	79538700	1.918	81	East Asia & Pacific (all income levels)
#F8766D	80468400	1.907	81	East Asia & Pacific (all income levels)
#F8766D	81437700	1.902	81	East Asia & Pacific (all income levels)
#F8766D	82393500	1.897	81	East Asia & Pacific (all income levels)
#F8766D	83313000	1.889	81	East Asia & Pacific (all income levels)
#F8766D	84221100	1.878	81	East Asia & Pacific (all income levels)
#F8766D	85122300	1.864	81	East Asia & Pacific (all income levels)
#F8766D	86025000	1.845	81	East Asia & Pacific (all income levels)
#F8766D	86932500	1.822	81	East Asia & Pacific (all income levels)
#F8766D	87840000	1.795	81	East Asia & Pacific (all income levels)
#C49A00	1618829	5.951	83	Europe & Central Asia (all income levels)
#C49A00	1668531	5.891	83	Europe & Central Asia (all income levels)
#C49A00	1719181	5.808	83	Europe & Central Asia (all income levels)
#C49A00	1770530	5.704	83	Europe & Central Asia (all income levels)
#C49A00	1822299	5.586	83	Europe & Central Asia (all income levels)
#C49A00	1874302	5.458	83	Europe & Central Asia (all income levels)
#C49A00	1926382	5.329	83	Europe & Central Asia (all income levels)
#C49A00	1978582	5.202	83	Europe & Central Asia (all income levels)
#C49A00	2031167	5.083	83	Europe & Central Asia (all income levels)
#C49A00	2084532	4.972	83	Europe & Central Asia (all income levels)
#C49A00	2138966	4.872	83	Europe & Central Asia (all income levels)
#C49A00	2194588	4.778	83	Europe & Central Asia (all income levels)
#C49A00	2251320	4.688	83	Europe & Central Asia (all income levels)
#C49A00	2309029	4.598	83	Europe & Central Asia (all income levels)
#C49A00	2367499	4.507	83	Europe & Central Asia (all income levels)
#C49A00	2426592	4.417	83	Europe & Central Asia (all income levels)
#C49A00	2486256	4.33	83	Europe & Central Asia (all income levels)
#C49A00	2546617	4.247	83	Europe & Central Asia (all income levels)
#C49A00	2607936	4.17	83	Europe & Central Asia (all income levels)
#C49A00	2670572	4.099	83	Europe & Central Asia (all income levels)
#C49A00	2734776	4.037	83	Europe & Central Asia (all income levels)
#C49A00	2799345	3.985	83	Europe & Central Asia (all income levels)
#C49A00	2863902	3.942	83	Europe & Central Asia (all income levels)
#C49A00	2930351	3.904	83	Europe & Central Asia (all income levels)
